seq_number,step_number,small_relevant,small_random,big_random,big_relevant,label
60:8,60:8:7,78,0,7,76,60
60:9,60:9:0,60,4,8,65,60
60:9,60:9:0,63,6,8,62,60
60:9,60:9:0,63,1,8,66,60
60:9,60:9:0,65,3,8,63,60
60:9,60:9:0,64,1,8,66,60
60:9,60:9:0,68,5,7,67,60
60:9,60:9:0,67,0,8,66,60
60:9,60:9:0,68,5,8,72,60
60:9,60:9:0,70,0,7,73,60
60:9,60:9:0,69,4,8,72,60
60:9,60:9:1,62,4,7,63,60
60:9,60:9:1,63,1,8,64,60
60:9,60:9:1,64,5,8,63,60
60:9,60:9:1,64,1,7,69,60
60:9,60:9:1,66,1,7,66,60
60:9,60:9:1,69,1,8,66,60
60:9,60:9:1,70,6,7,68,60
60:9,60:9:1,71,1,7,70,60
60:9,60:9:1,72,2,7,73,60
60:9,60:9:1,72,2,7,70,60
60:9,60:9:2,62,5,7,64,60
60:9,60:9:2,64,5,7,63,60
60:9,60:9:2,65,4,8,68,60
60:9,60:9:2,66,2,8,67,60
60:9,60:9:2,66,6,7,71,60
60:9,60:9:2,68,4,7,70,60
60:9,60:9:2,70,2,8,68,60
60:9,60:9:2,69,0,7,71,60
60:9,60:9:2,72,3,8,75,60
60:9,60:9:2,71,1,8,72,60
60:9,60:9:3,63,6,8,66,60
60:9,60:9:3,66,4,8,65,60
60:9,60:9:3,66,0,8,67,60
60:9,60:9:3,68,1,8,69,60
60:9,60:9:3,67,3,7,69,60
60:9,60:9:3,68,1,8,68,60
60:9,60:9:3,70,5,7,74,60
60:9,60:9:3,72,6,7,73,60
60:9,60:9:3,72,6,8,73,60
60:9,60:9:3,75,3,8,73,60
60:9,60:9:4,64,1,8,66,60
60:9,60:9:4,68,0,8,71,60
60:9,60:9:4,68,3,8,71,60
60:9,60:9:4,70,1,8,70,60
60:9,60:9:4,71,3,7,74,60
60:9,60:9:4,70,1,8,71,60
60:9,60:9:4,73,5,8,71,60
60:9,60:9:4,72,4,7,71,60
60:9,60:9:4,74,4,7,72,60
60:9,60:9:4,73,4,8,77,60
60:9,60:9:5,67,5,7,70,60
60:9,60:9:5,68,1,8,66,60
60:9,60:9:5,68,1,7,71,60
60:9,60:9:5,69,6,7,71,60
60:9,60:9:5,71,1,8,71,60
60:9,60:9:5,71,4,7,71,60
60:9,60:9:5,74,3,7,71,60
60:9,60:9:5,73,6,7,77,60
60:9,60:9:5,76,3,8,73,60
60:9,60:9:5,75,5,7,79,60
60:9,60:9:6,66,4,8,71,60
60:9,60:9:6,70,0,7,72,60
60:9,60:9:6,69,0,7,68,60
60:9,60:9:6,70,5,7,69,60
60:9,60:9:6,70,0,7,76,60
60:9,60:9:6,72,4,8,72,60
60:9,60:9:6,74,5,8,74,60
60:9,60:9:6,76,3,8,79,60
60:9,60:9:6,75,0,7,75,60
60:9,60:9:6,75,2,7,77,60
60:9,60:9:7,70,2,7,73,60
60:9,60:9:7,68,0,8,69,60
60:9,60:9:7,72,6,8,70,60
60:9,60:9:7,70,2,7,72,60
60:9,60:9:7,74,1,8,72,60
60:9,60:9:7,72,0,7,77,60
60:9,60:9:7,76,6,7,74,60
60:9,60:9:7,75,0,8,77,60
60:9,60:9:7,76,5,8,76,60
60:9,60:9:7,79,6,8,82,60
60:9,60:9:8,70,1,8,70,60
60:9,60:9:8,70,6,7,73,60
60:9,60:9:8,72,1,8,75,60
60:9,60:9:8,71,5,7,75,60
60:9,60:9:8,72,6,7,73,60
60:9,60:9:8,74,5,7,79,60
60:9,60:9:8,75,3,8,80,60
60:9,60:9:8,75,6,8,80,60
60:9,60:9:8,78,1,8,79,60
60:9,60:9:8,77,5,7,83,60
60:9,60:9:9,71,2,7,73,60
60:9,60:9:9,70,2,7,71,60
60:9,60:9:9,74,3,8,75,60
60:9,60:9:9,73,2,8,77,60
60:9,60:9:9,74,4,8,73,60
60:9,60:9:9,77,2,8,78,60
60:9,60:9:9,77,5,7,81,60
60:9,60:9:9,77,0,7,77,60
60:9,60:9:9,79,3,8,83,60
60:9,60:9:9,81,5,7,82,60
60:10,60:10:0,63,3,8,63,60
60:10,60:10:0,61,3,7,61,60
60:10,60:10:0,63,2,8,64,60
60:10,60:10:0,63,3,8,69,60
60:10,60:10:0,67,0,8,67,60
60:10,60:10:0,66,3,8,65,60
60:10,60:10:0,66,2,8,69,60
60:10,60:10:0,68,0,7,68,60
60:10,60:10:0,70,4,7,72,60
60:10,60:10:0,70,4,8,74,60
60:10,60:10:1,62,3,8,64,60
60:10,60:10:1,62,3,8,68,60
60:10,60:10:1,65,5,7,64,60
60:10,60:10:1,67,1,8,64,60
60:10,60:10:1,67,6,8,71,60
60:10,60:10:1,68,4,7,72,60
60:10,60:10:1,70,6,8,70,60
60:10,60:10:1,70,3,7,71,60
60:10,60:10:1,71,0,7,70,60
60:10,60:10:1,73,5,7,75,60
60:10,60:10:2,62,1,8,67,60
60:10,60:10:2,63,1,7,68,60
60:10,60:10:2,67,5,7,67,60
60:10,60:10:2,65,1,8,70,60
60:10,60:10:2,68,2,8,72,60
60:10,60:10:2,69,6,7,69,60
60:10,60:10:2,68,2,7,70,60
60:10,60:10:2,72,1,8,73,60
60:10,60:10:2,73,6,7,71,60
60:10,60:10:2,73,0,7,71,60
60:10,60:10:3,63,0,8,68,60
60:10,60:10:3,64,3,8,65,60
60:10,60:10:3,68,5,7,67,60
60:10,60:10:3,67,3,8,66,60
60:10,60:10:3,70,1,7,73,60
60:10,60:10:3,70,2,8,73,60
60:10,60:10:3,71,2,8,72,60
60:10,60:10:3,72,0,7,70,60
60:10,60:10:3,74,3,7,73,60
60:10,60:10:3,75,2,7,76,60
60:10,60:10:4,64,1,7,67,60
60:10,60:10:4,67,1,7,69,60
60:10,60:10:4,67,4,7,67,60
60:10,60:10:4,67,5,7,71,60
60:10,60:10:4,68,6,8,69,60
60:10,60:10:4,71,2,7,70,60
60:10,60:10:4,71,6,7,75,60
60:10,60:10:4,71,5,7,71,60
60:10,60:10:4,73,3,8,73,60
60:10,60:10:4,73,2,7,73,60
60:10,60:10:5,66,6,7,71,60
60:10,60:10:5,69,4,8,72,60
60:10,60:10:5,69,5,7,69,60
60:10,60:10:5,70,6,7,74,60
60:10,60:10:5,72,1,8,74,60
60:10,60:10:5,73,2,7,70,60
60:10,60:10:5,73,5,7,77,60
60:10,60:10:5,72,2,7,73,60
60:10,60:10:5,76,0,7,76,60
60:10,60:10:5,74,3,8,77,60
60:10,60:10:6,69,0,8,67,60
60:10,60:10:6,70,2,8,72,60
60:10,60:10:6,70,5,7,73,60
60:10,60:10:6,72,1,8,72,60
60:10,60:10:6,72,6,8,72,60
60:10,60:10:6,73,1,8,75,60
60:10,60:10:6,75,5,7,74,60
60:10,60:10:6,73,5,7,78,60
60:10,60:10:6,75,6,8,74,60
60:10,60:10:6,75,1,7,81,60
60:10,60:10:7,69,4,7,73,60
60:10,60:10:7,70,2,7,73,60
60:10,60:10:7,72,4,8,70,60
60:10,60:10:7,73,4,8,71,60
60:10,60:10:7,72,4,7,72,60
60:10,60:10:7,72,6,7,76,60
60:10,60:10:7,73,0,7,78,60
60:10,60:10:7,76,0,8,77,60
60:10,60:10:7,75,3,8,77,60
60:10,60:10:7,78,4,8,82,60
60:10,60:10:8,68,5,7,72,60
60:10,60:10:8,72,3,7,72,60
60:10,60:10:8,71,1,7,71,60
60:10,60:10:8,72,3,7,76,60
60:10,60:10:8,72,6,8,74,60
60:10,60:10:8,73,0,7,74,60
60:10,60:10:8,77,5,8,80,60
60:10,60:10:8,77,2,7,75,60
60:10,60:10:8,77,6,7,79,60
60:10,60:10:8,77,5,7,83,60
60:10,60:10:9,72,2,7,71,60
60:10,60:10:9,71,6,7,70,60
60:10,60:10:9,72,4,7,73,60
60:10,60:10:9,75,1,7,76,60
60:10,60:10:9,73,6,8,73,60
60:10,60:10:9,77,0,7,78,60
60:10,60:10:9,77,1,8,80,60
60:10,60:10:9,78,4,7,77,60
60:10,60:10:9,80,4,7,82,60
60:10,60:10:9,80,2,8,81,60
60:10,60:10:10,73,5,7,74,60
60:10,60:10:10,72,4,8,74,60
60:10,60:10:10,74,3,8,76,60
60:10,60:10:10,73,2,8,78,60
60:10,60:10:10,75,4,8,74,60
60:10,60:10:10,77,6,7,75,60
60:10,60:10:10,77,1,7,79,60
60:10,60:10:10,78,6,7,78,60
60:10,60:10:10,79,4,8,83,60
60:10,60:10:10,79,0,8,80,60
60:11,60:11:0,60,5,8,66,60
60:11,60:11:0,64,3,8,66,60
60:11,60:11:0,62,3,7,62,60
60:11,60:11:0,66,6,7,64,60
60:11,60:11:0,67,1,8,70,60
60:11,60:11:0,67,3,8,65,60
60:11,60:11:0,67,3,8,69,60
60:11,60:11:0,70,1,8,68,60
60:11,60:11:0,71,1,8,68,60
60:11,60:11:0,70,5,7,71,60
60:11,60:11:1,61,0,7,64,60
60:11,60:11:1,65,2,8,64,60
60:11,60:11:1,64,2,7,67,60
60:11,60:11:1,64,1,8,65,60
60:11,60:11:1,66,0,7,71,60
60:11,60:11:1,66,0,8,72,60
60:11,60:11:1,67,4,8,71,60
60:11,60:11:1,71,5,7,71,60
60:11,60:11:1,70,1,8,69,60
60:11,60:11:1,70,6,7,75,60
60:11,60:11:2,64,3,7,62,60
60:11,60:11:2,63,2,8,69,60
60:11,60:11:2,66,5,8,69,60
60:11,60:11:2,66,2,8,67,60
60:11,60:11:2,69,0,7,68,60
60:11,60:11:2,67,1,8,72,60
60:11,60:11:2,69,3,8,70,60
60:11,60:11:2,71,0,8,73,60
60:11,60:11:2,71,2,8,76,60
60:11,60:11:2,71,3,7,75,60
60:11,60:11:3,63,2,7,67,60
60:11,60:11:3,64,6,8,65,60
60:11,60:11:3,65,1,7,66,60
60:11,60:11:3,68,0,7,67,60
60:11,60:11:3,70,5,7,72,60
60:11,60:11:3,69,0,7,73,60
60:11,60:11:3,70,4,8,69,60
60:11,60:11:3,71,6,7,76,60
60:11,60:11:3,72,3,8,77,60
60:11,60:11:3,73,0,8,73,60
60:11,60:11:4,66,1,8,65,60
60:11,60:11:4,65,1,8,66,60
60:11,60:11:4,66,4,8,66,60
60:11,60:11:4,68,2,7,72,60
60:11,60:11:4,71,6,8,74,60
60:11,60:11:4,71,5,7,73,60
60:11,60:11:4,71,3,7,72,60
60:11,60:11:4,73,4,8,75,60
60:11,60:11:4,72,2,8,75,60
60:11,60:11:4,76,4,8,78,60
60:11,60:11:5,67,4,7,70,60
60:11,60:11:5,68,6,7,68,60
60:11,60:11:5,67,5,8,73,60
60:11,60:11:5,68,4,7,70,60
60:11,60:11:5,71,6,7,75,60
60:11,60:11:5,70,2,7,71,60
60:11,60:11:5,74,6,8,77,60
60:11,60:11:5,72,5,7,75,60
60:11,60:11:5,73,4,8,75,60
60:11,60:11:5,77,2,8,76,60
60:11,60:11:6,69,4,8,69,60
60:11,60:11:6,67,6,8,72,60
60:11,60:11:6,71,0,8,69,60
60:11,60:11:6,71,5,8,70,60
60:11,60:11:6,71,5,8,71,60
60:11,60:11:6,74,3,7,75,60
60:11,60:11:6,73,4,8,75,60
60:11,60:11:6,73,0,7,77,60
60:11,60:11:6,75,0,7,75,60
60:11,60:11:6,76,5,7,76,60
60:11,60:11:7,69,4,7,72,60
60:11,60:11:7,71,6,8,73,60
60:11,60:11:7,69,3,7,69,60
60:11,60:11:7,70,5,7,73,60
60:11,60:11:7,71,1,7,71,60
60:11,60:11:7,73,5,8,73,60
60:11,60:11:7,73,2,8,74,60
60:11,60:11:7,74,3,7,74,60
60:11,60:11:7,75,3,7,76,60
60:11,60:11:7,78,6,8,81,60
60:12,60:12:0,63,1,7,65,60
60:12,60:12:0,62,6,8,62,60
60:12,60:12:0,65,1,7,62,60
60:12,60:12:0,63,1,8,65,60
60:12,60:12:0,65,5,8,69,60
60:12,60:12:0,65,5,7,68,60
60:12,60:12:0,68,1,7,72,60
60:12,60:12:0,70,6,8,73,60
60:12,60:12:0,71,6,8,69,60
60:12,60:12:0,72,5,8,73,60
60:12,60:12:1,61,4,7,66,60
60:12,60:12:1,64,1,8,65,60
60:12,60:12:1,65,6,7,66,60
60:12,60:12:1,66,0,8,69,60
60:12,60:12:1,67,1,7,67,60
60:12,60:12:1,68,4,8,72,60
60:12,60:12:1,67,1,8,73,60
60:12,60:12:1,71,2,8,74,60
60:12,60:12:1,71,1,8,70,60
60:12,60:12:1,72,2,8,76,60
60:12,60:12:2,65,3,7,67,60
60:12,60:12:2,64,2,7,64,60
60:12,60:12:2,65,2,8,65,60
60:12,60:12:2,67,1,8,66,60
60:12,60:12:2,66,4,7,71,60
60:12,60:12:2,67,5,8,73,60
60:12,60:12:2,70,5,7,68,60
60:12,60:12:2,69,2,8,72,60
60:12,60:12:2,73,4,8,72,60
60:12,60:12:2,72,1,7,71,60
60:12,60:12:3,63,3,8,68,60
60:12,60:12:3,64,5,7,66,60
60:12,60:12:3,65,4,7,70,60
60:12,60:12:3,68,2,7,71,60
60:12,60:12:3,67,2,7,71,60
60:12,60:12:3,70,0,8,74,60
60:12,60:12:3,72,4,7,69,60
60:12,60:12:3,72,4,7,71,60
60:12,60:12:3,71,0,8,71,60
60:12,60:12:3,72,0,7,78,60
60:12,60:12:4,66,3,8,64,60
60:12,60:12:4,65,5,7,71,60
60:12,60:12:4,67,1,8,68,60
60:12,60:12:4,68,5,7,67,60
60:12,60:12:4,71,5,8,70,60
60:12,60:12:4,69,6,8,72,60
60:12,60:12:4,70,5,7,72,60
60:12,60:12:4,72,1,7,77,60
60:12,60:12:4,73,1,7,72,60
60:12,60:12:4,73,1,8,78,60
60:12,60:12:5,68,1,7,67,60
60:12,60:12:5,67,3,8,72,60
60:12,60:12:5,69,1,7,68,60
60:12,60:12:5,71,0,7,73,60
60:12,60:12:5,72,1,8,74,60
60:12,60:12:5,71,3,7,76,60
60:12,60:12:5,74,2,7,72,60
60:12,60:12:5,74,6,7,73,60
60:12,60:12:5,74,2,7,79,60
60:12,60:12:5,74,5,7,74,60
60:12,60:12:6,67,4,7,68,60
60:12,60:12:6,69,5,7,71,60
60:12,60:12:6,70,1,7,70,60
60:12,60:12:6,69,4,7,74,60
60:12,60:12:6,71,6,7,70,60
60:12,60:12:6,72,2,8,72,60
60:12,60:12:6,74,1,7,74,60
60:12,60:12:6,74,2,8,74,60
60:12,60:12:6,74,5,8,75,60
60:12,60:12:6,78,6,8,79,60
60:12,60:12:7,70,5,7,72,60
60:12,60:12:7,71,3,8,69,60
60:12,60:12:7,69,2,7,75,60
60:12,60:12:7,71,4,7,74,60
60:12,60:12:7,72,4,7,76,60
60:12,60:12:7,74,3,8,72,60
60:12,60:12:7,74,5,7,75,60
60:12,60:12:7,76,6,7,77,60
60:12,60:12:7,78,2,7,77,60
60:12,60:12:7,78,2,7,78,60
60:12,60:12:8,71,3,8,68,60
60:12,60:12:8,69,4,7,72,60
60:12,60:12:8,71,3,7,73,60
60:12,60:12:8,74,2,8,71,60
60:12,60:12:8,74,2,7,77,60
60:12,60:12:8,73,1,7,79,60
60:12,60:12:8,76,0,8,74,60
60:12,60:12:8,77,2,8,78,60
60:12,60:12:8,79,0,7,82,60
60:12,60:12:8,78,1,8,77,60
60:13,60:13:0,60,0,8,61,60
60:13,60:13:0,63,6,8,63,60
60:13,60:13:0,65,0,8,62,60
60:13,60:13:0,64,0,8,69,60
60:13,60:13:0,66,1,7,67,60
60:13,60:13:0,66,4,8,67,60
60:13,60:13:0,69,1,7,66,60
60:13,60:13:0,68,4,8,70,60
60:13,60:13:0,69,3,8,69,60
60:13,60:13:0,70,4,7,73,60
60:13,60:13:1,62,3,7,61,60
60:13,60:13:1,65,0,7,68,60
60:13,60:13:1,65,3,8,67,60
60:13,60:13:1,64,1,7,69,60
60:13,60:13:1,65,4,7,71,60
60:13,60:13:1,66,0,7,72,60
60:13,60:13:1,67,3,8,69,60
60:13,60:13:1,68,2,8,69,60
60:13,60:13:1,71,4,8,73,60
60:13,60:13:1,73,4,8,72,60
60:13,60:13:2,64,1,8,67,60
60:13,60:13:2,66,5,8,66,60
60:13,60:13:2,65,6,7,64,60
60:13,60:13:2,67,4,8,65,60
60:13,60:13:2,69,1,7,70,60
60:13,60:13:2,69,0,8,71,60
60:13,60:13:2,69,5,7,70,60
60:13,60:13:2,71,1,7,74,60
60:13,60:13:2,71,6,7,72,60
60:13,60:13:2,71,3,8,75,60
60:13,60:13:3,64,3,7,66,60
60:13,60:13:3,66,6,8,69,60
60:13,60:13:3,68,5,7,66,60
60:13,60:13:3,67,0,8,71,60
60:13,60:13:3,70,3,8,67,60
60:13,60:13:3,68,5,7,73,60
60:13,60:13:3,71,6,7,70,60
60:13,60:13:3,72,4,8,72,60
60:13,60:13:3,74,2,8,74,60
60:13,60:13:3,73,0,7,74,60
60:13,60:13:4,67,2,8,69,60
60:13,60:13:4,66,6,7,69,60
60:13,60:13:4,67,1,7,72,60
60:13,60:13:4,67,3,8,73,60
60:13,60:13:4,70,6,8,74,60
60:13,60:13:4,69,3,7,72,60
60:13,60:13:4,72,6,8,70,60
60:13,60:13:4,74,3,7,77,60
60:13,60:13:4,73,2,8,77,60
60:13,60:13:4,73,3,8,79,60
60:13,60:13:5,68,1,7,69,60
60:13,60:13:5,69,1,7,70,60
60:13,60:13:5,69,3,7,73,60
60:13,60:13:5,71,2,7,72,60
60:13,60:13:5,72,0,8,71,60
60:13,60:13:5,70,2,8,70,60
60:13,60:13:5,73,4,7,72,60
60:13,60:13:5,74,3,8,72,60
60:13,60:13:5,75,4,7,75,60
60:13,60:13:5,76,0,8,75,60
60:13,60:13:6,67,2,7,67,60
60:13,60:13:6,70,2,7,70,60
60:13,60:13:6,69,5,7,70,60
60:13,60:13:6,71,0,7,75,60
60:13,60:13:6,71,5,7,75,60
60:13,60:13:6,74,3,7,74,60
60:13,60:13:6,75,2,7,78,60
60:13,60:13:6,73,3,8,76,60
60:13,60:13:6,76,0,7,74,60
60:13,60:13:6,75,6,8,80,60
60:13,60:13:7,69,3,7,67,60
60:13,60:13:7,70,3,7,73,60
60:13,60:13:7,72,1,7,75,60
60:13,60:13:7,71,2,7,75,60
60:13,60:13:7,73,2,7,77,60
60:13,60:13:7,72,0,8,77,60
60:13,60:13:7,76,3,8,75,60
60:13,60:13:7,75,3,8,74,60
60:13,60:13:7,77,5,7,77,60
60:13,60:13:7,78,3,7,78,60
60:13,60:13:8,71,3,8,74,60
60:13,60:13:8,69,1,8,75,60
60:13,60:13:8,71,4,8,70,60
60:13,60:13:8,74,5,7,77,60
60:13,60:13:8,75,3,7,78,60
60:13,60:13:8,73,4,8,75,60
60:13,60:13:8,76,1,8,78,60
60:13,60:13:8,76,4,8,78,60
60:13,60:13:8,78,0,7,76,60
60:13,60:13:8,79,3,8,82,60
60:14,60:14:0,63,6,7,63,60
60:14,60:14:0,63,4,7,67,60
60:14,60:14:0,65,0,8,67,60
60:14,60:14:0,66,4,7,64,60
60:14,60:14:0,66,4,8,66,60
60:14,60:14:0,67,6,8,69,60
60:14,60:14:0,67,3,8,69,60
60:14,60:14:0,70,1,7,67,60
60:14,60:14:0,70,3,7,71,60
60:14,60:14:0,71,0,7,72,60
60:14,60:14:1,63,4,7,66,60
60:14,60:14:1,64,3,7,62,60
60:14,60:14:1,63,2,7,69,60
60:14,60:14:1,64,6,8,67,60
60:14,60:14:1,66,0,8,65,60
60:14,60:14:1,68,6,8,66,60
60:14,60:14:1,68,3,8,69,60
60:14,60:14:1,71,1,7,73,60
60:14,60:14:1,70,4,7,70,60
60:14,60:14:1,70,0,7,71,60
60:14,60:14:2,64,6,7,63,60
60:14,60:14:2,65,1,7,69,60
60:14,60:14:2,64,0,8,65,60
60:14,60:14:2,66,1,8,70,60
60:14,60:14:2,67,6,8,70,60
60:14,60:14:2,68,1,8,72,60
60:14,60:14:2,70,4,8,74,60
60:14,60:14:2,69,1,7,71,60
60:14,60:14:2,73,3,7,76,60
60:14,60:14:2,72,4,7,72,60
60:14,60:14:3,64,4,8,69,60
60:14,60:14:3,67,1,8,67,60
60:14,60:14:3,68,2,8,69,60
60:14,60:14:3,67,6,7,69,60
60:14,60:14:3,68,4,7,69,60
60:14,60:14:3,68,5,8,72,60
60:14,60:14:3,72,4,8,73,60
60:14,60:14:3,73,2,8,75,60
60:14,60:14:3,73,5,8,76,60
60:14,60:14:3,74,1,8,72,60
60:14,60:14:4,66,0,8,70,60
60:14,60:14:4,66,4,8,65,60
60:14,60:14:4,66,6,7,70,60
60:14,60:14:4,68,0,7,72,60
60:14,60:14:4,71,4,7,68,60
60:14,60:14:4,71,4,7,74,60
60:14,60:14:4,73,0,7,70,60
60:14,60:14:4,71,0,7,75,60
60:14,60:14:4,72,6,8,77,60
60:14,60:14:4,75,6,7,74,60
60:14,60:14:5,68,3,7,67,60
60:14,60:14:5,66,4,7,71,60
60:14,60:14:5,70,0,8,67,60
60:14,60:14:5,69,1,7,70,60
60:14,60:14:5,72,4,8,73,60
60:14,60:14:5,72,6,7,76,60
60:14,60:14:5,71,1,7,74,60
60:14,60:14:5,72,2,8,77,60
60:14,60:14:5,75,1,8,77,60
60:14,60:14:5,75,6,8,79,60
60:14,60:14:6,68,3,8,71,60
60:14,60:14:6,70,2,7,71,60
60:14,60:14:6,70,3,8,72,60
60:14,60:14:6,70,4,8,72,60
60:14,60:14:6,73,4,8,76,60
60:14,60:14:6,72,4,8,72,60
60:14,60:14:6,72,5,8,76,60
60:14,60:14:6,75,6,7,75,60
60:14,60:14:6,74,0,8,80,60
60:14,60:14:6,77,1,7,78,60
60:14,60:14:7,67,6,7,71,60
60:14,60:14:7,68,5,7,70,60
60:14,60:14:7,72,5,7,70,60
60:14,60:14:7,72,5,7,76,60
60:14,60:14:7,71,4,7,77,60
60:14,60:14:7,73,1,7,76,60
60:14,60:14:7,74,5,8,73,60
60:14,60:14:7,75,5,8,78,60
60:14,60:14:7,76,0,8,76,60
60:14,60:14:7,77,2,7,81,60
60:15,60:15:0,62,1,8,65,60
60:15,60:15:0,61,5,8,61,60
60:15,60:15:0,65,4,7,62,60
60:15,60:15:0,64,0,7,68,60
60:15,60:15:0,66,4,7,67,60
60:15,60:15:0,66,2,7,71,60
60:15,60:15:0,67,4,7,72,60
60:15,60:15:0,70,4,8,70,60
60:15,60:15:0,70,0,8,70,60
60:15,60:15:0,72,4,7,72,60
60:15,60:15:1,64,5,8,63,60
60:15,60:15:1,64,0,8,68,60
60:15,60:15:1,66,1,8,65,60
60:15,60:15:1,64,4,8,64,60
60:15,60:15:1,66,4,7,69,60
60:15,60:15:1,68,3,8,72,60
60:15,60:15:1,69,3,8,71,60
60:15,60:15:1,68,4,8,71,60
60:15,60:15:1,70,3,7,73,60
60:15,60:15:1,70,4,8,75,60
60:15,60:15:2,64,0,8,65,60
60:15,60:15:2,65,3,8,69,60
60:15,60:15:2,67,0,7,66,60
60:15,60:15:2,66,3,7,65,60
60:15,60:15:2,67,2,7,70,60
60:15,60:15:2,70,1,8,70,60
60:15,60:15:2,70,2,8,73,60
60:15,60:15:2,72,4,8,69,60
60:15,60:15:2,72,2,7,70,60
60:15,60:15:2,71,2,7,74,60
60:15,60:15:3,64,4,8,65,60
60:15,60:15:3,67,1,7,69,60
60:15,60:15:3,65,5,7,67,60
60:15,60:15:3,69,3,8,72,60
60:15,60:15:3,69,4,7,70,60
60:15,60:15:3,69,6,8,68,60
60:15,60:15:3,71,2,7,71,60
60:15,60:15:3,72,1,7,72,60
60:15,60:15:3,74,0,7,75,60
60:15,60:15:3,72,1,8,73,60
60:15,60:15:4,65,5,7,64,60
60:15,60:15:4,68,1,7,68,60
60:15,60:15:4,66,6,8,68,60
60:15,60:15:4,69,0,8,70,60
60:15,60:15:4,70,6,8,69,60
60:15,60:15:4,69,2,7,69,60
60:15,60:15:4,73,3,8,74,60
60:15,60:15:4,72,5,8,73,60
60:15,60:15:4,73,2,8,77,60
60:15,60:15:4,75,4,8,79,60
60:15,60:15:5,65,0,8,67,60
60:15,60:15:5,68,1,7,67,60
60:15,60:15:5,70,5,8,68,60
60:15,60:15:5,71,3,8,71,60
60:15,60:15:5,69,0,8,74,60
60:15,60:15:5,70,0,7,70,60
60:15,60:15:5,72,3,7,77,60
60:15,60:15:5,72,1,8,74,60
60:15,60:15:5,75,4,8,73,60
60:15,60:15:5,77,1,8,76,60
60:15,60:15:6,67,2,7,70,60
60:15,60:15:6,68,6,8,72,60
60:15,60:15:6,69,1,7,70,60
60:15,60:15:6,69,5,7,75,60
60:15,60:15:6,71,1,8,71,60
60:15,60:15:6,74,6,8,71,60
60:15,60:15:6,72,6,7,73,60
60:15,60:15:6,73,2,8,75,60
60:15,60:15:6,76,0,7,76,60
60:15,60:15:6,78,5,8,75,60
60:15,60:15:7,67,2,8,68,60
60:15,60:15:7,68,6,8,68,60
60:15,60:15:7,71,2,7,74,60
60:15,60:15:7,71,3,8,76,60
60:15,60:15:7,74,5,7,74,60
60:15,60:15:7,75,2,7,74,60
60:15,60:15:7,76,3,8,73,60
60:15,60:15:7,76,4,8,80,60
60:15,60:15:7,75,0,7,80,60
60:15,60:15:7,77,2,7,82,60
60:15,60:15:8,68,2,8,68,60
60:15,60:15:8,71,3,8,70,60
60:15,60:15:8,71,3,7,72,60
60:15,60:15:8,72,1,8,75,60
60:15,60:15:8,74,3,8,72,60
60:15,60:15:8,75,5,8,74,60
60:15,60:15:8,76,4,8,78,60
60:15,60:15:8,76,1,8,76,60
60:15,60:15:8,78,0,8,78,60
60:15,60:15:8,78,3,7,79,60
60:15,60:15:9,71,2,8,73,60
60:15,60:15:9,72,0,7,71,60
60:15,60:15:9,73,3,7,75,60
60:15,60:15:9,74,2,8,74,60
60:15,60:15:9,74,4,7,75,60
60:15,60:15:9,75,0,8,74,60
60:15,60:15:9,77,1,7,77,60
60:15,60:15:9,76,5,7,78,60
60:15,60:15:9,80,6,8,78,60
60:15,60:15:9,81,0,7,82,60
60:16,60:16:0,63,6,7,64,60
60:16,60:16:0,64,4,7,67,60
60:16,60:16:0,65,3,7,68,60
60:16,60:16:0,66,5,8,68,60
60:16,60:16:0,64,6,8,64,60
60:16,60:16:0,68,4,7,68,60
60:16,60:16:0,67,1,7,66,60
60:16,60:16:0,70,1,7,72,60
60:16,60:16:0,71,6,8,72,60
60:16,60:16:0,71,1,7,74,60
60:16,60:16:1,63,2,8,61,60
60:16,60:16:1,64,3,8,62,60
60:16,60:16:1,64,0,8,68,60
60:16,60:16:1,65,6,8,69,60
60:16,60:16:1,68,1,7,70,60
60:16,60:16:1,69,0,7,70,60
60:16,60:16:1,70,6,8,70,60
60:16,60:16:1,70,5,8,72,60
60:16,60:16:1,69,5,7,74,60
60:16,60:16:1,73,3,8,71,60
60:16,60:16:2,63,2,7,62,60
60:16,60:16:2,63,6,8,64,60
60:16,60:16:2,64,1,8,64,60
60:16,60:16:2,68,5,8,65,60
60:16,60:16:2,66,6,7,66,60
60:16,60:16:2,69,0,7,70,60
60:16,60:16:2,68,2,8,74,60
60:16,60:16:2,72,5,8,75,60
60:16,60:16:2,72,5,7,72,60
60:16,60:16:2,71,6,8,72,60
60:16,60:16:3,66,2,7,68,60
60:16,60:16:3,66,3,8,69,60
60:16,60:16:3,68,0,7,71,60
60:16,60:16:3,66,0,8,70,60
60:16,60:16:3,70,0,8,67,60
60:16,60:16:3,69,2,8,72,60
60:16,60:16:3,70,5,8,69,60
60:16,60:16:3,71,1,8,70,60
60:16,60:16:3,73,2,7,73,60
60:16,60:16:3,73,6,8,72,60
60:16,60:16:4,65,4,8,66,60
60:16,60:16:4,65,1,7,69,60
60:16,60:16:4,66,5,7,72,60
60:16,60:16:4,68,3,7,71,60
60:16,60:16:4,71,6,8,70,60
60:16,60:16:4,70,1,7,69,60
60:16,60:16:4,72,5,8,75,60
